Relative RSL,Value RSL,Relative SB3,Value SB3
0,-0.14048083126545,0,-0.0430339947342873
1.00906729698181,-0.198632463812828,4.64710831642151,-0.209011003375053
1.95041251182556,-0.190707609057426,9.27071762084961,-0.0881420075893402
2.92357206344604,-0.173771560192108,13.928971529007,-0.0786610096693039
3.84456896781921,-0.144014641642571,18.5054214000702,-0.178887993097305
4.77287554740906,-0.119362726807594,23.244677066803,-0.0774930119514465
5.73708724975586,-0.105359435081482,27.8035967350006,-0.0361719951033592
6.72862553596497,-0.083470344543457,32.506041765213,-0.0721229985356331
7.66734671592712,-0.0608369931578636,37.5170156955719,-0.0471359975636005
8.63514471054077,-0.0654817745089531,43.3258125782013,-0.089166983962059
9.59691286087036,-0.050963394343853,48.3562805652618,-0.0939330011606216
10.4924926757813,-0.0404374748468399,53.8676602840424,-0.040243998169899
11.409458398819,-0.0180617030709982,59.1452095508575,-0.0665830001235008
12.283341884613,0.00249734963290393,63.92116522789,0.0563380010426044
13.1506824493408,0.00677491864189506,68.7762136459351,0.210384979844093
14.0302634239197,0.030465379357338,73.4959943294525,-0.00841200072318316
14.8978431224823,0.0422875173389912,77.9419202804565,0.460583984851837
15.7548651695251,0.076302245259285,82.4069809913635,0.26592493057251
16.6298513412476,0.0807120129466057,86.7535257339478,0.367365032434463
17.5280447006226,0.113711431622505,91.0987157821655,0.444099932909012
18.4479420185089,0.0951567590236664,95.3556764125824,0.738516926765442
19.3140621185303,0.137025982141495,99.5918490886688,0.509594917297363
20.1885879039764,0.143753170967102,104.236040115356,0.718752801418304
21.0298798084259,0.183349013328552,108.608726739883,0.443046987056732
21.8943428993225,0.189321294426918,112.830710411072,0.853239059448242
22.7413852214813,0.193521618843079,116.89378619194,0.863547086715698
23.6294467449188,0.189286932349205,120.891514062881,0.605503976345062
24.4667136669159,0.228528931736946,124.816848039627,2.37666749954224
25.3120272159576,0.256573230028152,128.658560991287,1.8876701593399
26.1523127555847,0.275433242321014,132.053845882416,1.21928906440735
27.0247094631195,0.276203542947769,135.126501560211,3.41271281242371
27.9094450473785,0.311471611261368,138.151276111603,6.40890979766846
28.7871644496918,0.363936573266983,141.453592300415,6.86949729919434
29.665073633194,0.346069365739822,145.193595647812,6.79661846160889
30.4980516433716,0.382537245750427,149.013508796692,6.94973134994507
31.3140289783478,0.417046427726746,152.84086728096,7.11559820175171
32.1094117164612,0.410764873027802,156.581658363342,0.807273924350739
32.905339717865,0.440942496061325,159.904514074326,7.36812543869019
33.7177848815918,0.478304982185364,163.04036450386,5.07478189468384
34.5117070674896,0.495596349239349,166.169505119324,6.97488212585449
35.2933013439178,0.536919176578522,169.659830570221,7.37487125396729
36.0901284217834,0.508137345314026,173.528873443604,7.62601518630981
36.9173772335052,0.515255153179169,177.399025678635,7.45499515533447
37.729930639267,0.590215921401978,181.234671115875,7.68904542922974
38.5052490234375,0.582983314990997,184.990190029144,7.61299753189087
39.2685952186584,0.619628012180328,188.469016075134,3.93558597564697
40.0186796188355,0.660237550735474,191.851672410965,7.87161922454834
40.7738149166107,0.708002686500549,195.366410017014,7.97821092605591
41.5198118686676,0.809700012207031,199.057672977448,7.83374691009522
42.2617313861847,0.734352350234985,202.931850910187,7.75729656219482
43.0328092575073,0.835294187068939,206.772891521454,8.05641174316406
43.7875831127167,0.898108184337616,210.575845718384,8.14497947692871
44.5335540771484,0.889384090900421,214.234310150146,8.08640956878662
45.2909796237946,1.00753331184387,217.640817165375,0.301631957292557
46.0351130962372,1.09593081474304,221.113805055618,4.37975358963013
46.8045268058777,1.26431429386139,224.669371366501,1.58941996097565
47.5643625259399,1.38892090320587,228.346631765366,8.50531101226807
48.3471863269806,1.42949414253235,232.163573026657,8.66282558441162
49.113883972168,1.54345154762268,235.93211889267,9.02549648284912
49.8932297229767,1.70205986499786,239.590411901474,8.91272640228272
50.678516626358,1.9116770029068,243.186177968979,9.225830078125
51.4550585746765,2.01380848884583,246.645130872726,7.72993326187134
52.2721815109253,1.9513463973999,250.306554079056,9.94698238372803
53.0502574443817,2.04536724090576,253.948636054993,1.96852922439575
53.8035271167755,2.20074224472046,257.7387611866,6.45434617996216
54.5882189273834,2.24819421768188,261.620303869247,10.640061378479
55.3243269920349,2.24603652954102,265.406055212021,10.7105360031128
56.0972998142242,2.19935894012451,,
56.8987419605255,2.51808905601501,,
57.7535791397095,2.97801566123962,,
58.5504038333893,2.57674145698547,,
59.3323664665222,2.89372134208679,,
60.1110301017761,3.12651348114014,,
60.9267666339874,3.34355664253235,,
61.6784465312958,3.42793440818787,,
62.4548976421356,3.56499814987183,,
63.1527945995331,3.62387132644653,,
63.8770518302917,3.53723502159119,,
64.5691337585449,3.58094382286072,,
65.2137348651886,3.75329780578613,,
65.8912045955658,4.0685715675354,,
66.5877189636231,4.52785205841064,,
67.2818338871002,5.06938314437866,,
68.0479567050934,6.92157459259033,,
68.8389892578125,7.43674802780151,,
69.6372947692871,7.57374143600464,,
70.4333257675171,7.8903374671936,,
71.1695642471314,8.38921451568604,,
71.9427664279938,8.64424991607666,,
72.6646738052368,8.68614482879639,,
73.3786597251892,8.84005260467529,,
74.0905010700226,8.88288497924805,,
74.7566678524017,9.16764736175537,,
75.4511716365814,9.19398403167725,,
76.114155292511,9.21869468688965,,
76.8566915988922,9.18525886535645,,
77.5228188037872,9.25463008880615,,
78.1894655227661,9.43184852600098,,
78.8738689422607,9.44071674346924,,
79.5841109752655,10.0356578826904,,
80.2907855510712,10.5158061981201,,
